MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2141917	Prkd2	protein kinase D2	7		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:2141917	Prkd2	protein kinase D2	7		positive regulation of T cell receptor signaling pathway			IMP		J:166867 	
MGI:2141917	Prkd2	protein kinase D2	7		T cell receptor signaling pathway			ISO	Q9BZL6 	J:164563 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		activation of innate immune response			ISO	P78527 	J:164563 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		innate immune response			IEA	KW-0399 	J:60000 	
MGI:97769	Prnp	prion protein	2		negative regulation of T cell receptor signaling pathway			IMP		J:169942 	
MGI:3487246	Prr7	proline rich 7 (synaptic)	13		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1202717	Psen1	presenilin 1	12		astrocyte activation involved in immune response			ISO	P49768 	J:164563 	
MGI:1202717	Psen1	presenilin 1	12		T cell activation involved in immune response			IGI	MGI:109284 	J:126088 	
MGI:1202717	Psen1	presenilin 1	12		T cell receptor signaling pathway			IGI	MGI:109284 	J:126088 	
MGI:109284	Psen2	presenilin 2	1		T cell activation involved in immune response			IGI	MGI:1202717 	J:126088 	
MGI:109284	Psen2	presenilin 2	1		T cell receptor signaling pathway			IGI	MGI:1202717 	J:126088 	
MGI:1347250	Psg17	pregnancy specific glycoprotein 17	7		immune response			IDA		J:76223 	
MGI:1347005	Psma1	proteasome subunit alpha 1	7		negative regulation of inflammatory response to antigenic stimulus			IMP		J:156236 	
MGI:1347005	Psma1	proteasome subunit alpha 1	7		negative regulation of inflammatory response to antigenic stimulus			TAS		J:155590 	
MGI:1098257	Psmb4	proteasome (prosome, macropain) subunit, beta type 4	3		negative regulation of inflammatory response to antigenic stimulus			IMP		J:156236 	
MGI:1913895	Pspc1	paraspeckle protein 1	14		activation of innate immune response			ISO	Q8WXF1 	J:164563 	
MGI:1913895	Pspc1	paraspeckle protein 1	14		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1321396	Pstpip1	proline-serine-threonine phosphatase-interacting protein 1	9		innate immune response			IEA	KW-0399 	J:60000 	
MGI:106066	Ptafr	platelet-activating factor receptor	4		positive regulation of neutrophil degranulation			ISO	RGD:61897 	J:155856 	
MGI:104311	Ptger4	prostaglandin E receptor 4 (subtype EP4)	15		T-helper cell differentiation			IDA		J:151236 	
MGI:2443180	Ptgs2os	prostaglandin-endoperoxide synthase 2, opposite strand	1		negative regulation of toll-like receptor signaling pathway	regulates a function/process that happens in bone marrow macrophage,happens in bone marrow macrophage		IDA		J:199359 	
MGI:2443180	Ptgs2os	prostaglandin-endoperoxide synthase 2, opposite strand	1		negative regulation of toll-like receptor signaling pathway	happens in bone marrow macrophage,regulates a function/process that happens in bone marrow macrophage		IMP		J:199359 	
MGI:104908	Ptk2b	PTK2 protein tyrosine kinase 2 beta	14		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:104908	Ptk2b	PTK2 protein tyrosine kinase 2 beta	14		marginal zone B cell differentiation			IMP		J:63286 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		negative regulation of interferon-gamma-mediated signaling pathway			IMP		J:197518 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		negative regulation of T cell receptor signaling pathway			IMP		J:184426 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		negative regulation of type I interferon-mediated signaling pathway			IMP		J:115366 J:197518 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		negative regulation of type I interferon-mediated signaling pathway			ISO	P17706 	J:164563 	
MGI:96055	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	6		B cell receptor signaling pathway	regulates a function/process that happens in B cell		IGI	MGI:3053558 	J:194234 	
MGI:96055	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	6		B cell receptor signaling pathway	happens in B cell		IMP	MGI:1856074 	J:42368 	
MGI:96055	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	6		natural killer cell mediated cytotoxicity			IMP	MGI:1856073 	J:6485 	
MGI:96055	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	6		negative regulation of humoral immune response mediated by circulating immunoglobulin			IMP	MGI:1856074 	J:42368 	
MGI:96055	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	6		negative regulation of T cell receptor signaling pathway	regulates a function/process that happens in immature alpha-beta T cell		IMP	MGI:1856074 	J:35279 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	happens in monocyte,happens at the same time as cellular response to muramyl dipeptide		IMP		J:221551 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway			ISO	Q9Y2R2 	J:164563 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		negative regulation of T cell receptor signaling pathway			ISO	Q9Y2R2 	J:164563 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		positive regulation of toll-like receptor 3 signaling pathway	happens in liver|happens in bone marrow macrophage|happens in UBERON:0002217		IMP		J:208241 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		positive regulation of toll-like receptor 3 signaling pathway			ISO	Q9Y2R2 	J:164563 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		positive regulation of toll-like receptor 4 signaling pathway	happens in bone marrow macrophage|happens in myeloid dendritic cell|happens in liver		IMP		J:208241 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		positive regulation of toll-like receptor 4 signaling pathway			ISO	Q9Y2R2 	J:164563 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		positive regulation of toll-like receptor 7 signaling pathway	happens in myeloid dendritic cell		IMP		J:208241 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		positive regulation of toll-like receptor 9 signaling pathway	happens in myeloid dendritic cell		IMP		J:208241 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		regulation of T cell receptor signaling pathway			IEA	IPR016276 	J:72247 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		T cell receptor signaling pathway			IMP	MGI:3043469 	J:90029 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		B cell receptor signaling pathway			IMP		J:113679 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		B cell receptor signaling pathway	regulates a function/process that happens in B cell		IMP		J:29834 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		B cell receptor signaling pathway			IMP	MGI:2181288 	J:42368 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		negative regulation of T cell mediated cytotoxicity			IMP		J:111646 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of antigen receptor-mediated signaling pathway			IMP		J:113679 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	happens in bone marrow macrophage,regulates a function/process that happens in bone marrow macrophage		IGI	Q64455 	J:131736 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of humoral immune response mediated by circulating immunoglobulin			IMP	MGI:2181288 	J:30239 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of isotype switching to IgG isotypes			IMP	MGI:2181288 	J:37640 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of T cell mediated cytotoxicity			IMP		J:7453 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of T cell mediated immunity			IMP		J:7453 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of T cell mediated immunity			IMP	MGI:2181288 	J:30239 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		regulation of humoral immune response mediated by circulating immunoglobulin			IMP	MGI:2181288 	J:37640 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		T cell receptor signaling pathway			IGI	P04157 	J:265600 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		T cell receptor signaling pathway			ISO	RGD:3451 	J:155856 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		T cell receptor signaling pathway			ISO	P08575 	J:164563 	
MGI:97812	Ptprd	protein tyrosine phosphatase, receptor type, D	4		regulation of immune response			IMP	MGI:2158795 	J:211354 	
MGI:104574	Ptprj	protein tyrosine phosphatase, receptor type, J	2		negative regulation of T cell receptor signaling pathway			IDA		J:169796 	
MGI:104574	Ptprj	protein tyrosine phosphatase, receptor type, J	2		negative regulation of T cell receptor signaling pathway			ISO	Q12913 	J:164563 	
MGI:104574	Ptprj	protein tyrosine phosphatase, receptor type, J	2		positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	happens in bone marrow macrophage,regulates a function/process that happens in bone marrow macrophage		IGI	P06800 	J:131736 	
MGI:97815	Ptprs	protein tyrosine phosphatase, receptor type, S	17		negative regulation of toll-like receptor 9 signaling pathway			ISO	Q13332 	J:164563 	
MGI:104641	Ptx3	pentraxin related gene	3		innate immune response			IBA	PTN002930852 	J:265628 	
MGI:104641	Ptx3	pentraxin related gene	3		innate immune response			ISO	P26022 	J:164563 	
MGI:1931749	Pum1	pumilio RNA-binding family member 1	4		positive regulation of RIG-I signaling pathway			ISO	Q14671 	J:164563 	
MGI:1931751	Pum2	pumilio RNA-binding family member 2	12		positive regulation of RIG-I signaling pathway			ISO	Q8TB72 	J:164563 	
MGI:107741	Pvr	poliovirus receptor	7		positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			IBA	PTN000589176 	J:265628 	
MGI:107741	Pvr	poliovirus receptor	7		susceptibility to natural killer cell mediated cytotoxicity			IBA	PTN000589176 	J:265628 	
MGI:107741	Pvr	poliovirus receptor	7		susceptibility to T cell mediated cytotoxicity			IBA	PTN000589176 	J:265628 	
MGI:5596028	Pvrig	poliovirus receptor related immunoglobulin domain containing	5		negative regulation of T cell receptor signaling pathway			IBA	PTN002217021 	J:265628 	
MGI:5596028	Pvrig	poliovirus receptor related immunoglobulin domain containing	5		negative regulation of T cell receptor signaling pathway			ISO	Q6DKI7 	J:164563 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		activation of innate immune response			IMP		J:146958 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		activation of innate immune response			ISO	Q9ULZ3 	J:164563 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		innate immune response			IEA	IPR033516 	J:72247 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		myeloid dendritic cell activation involved in immune response			IMP		J:176441 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		positive regulation of adaptive immune response			ISO	Q9ULZ3 	J:164563 	
MGI:2442295	Rab7b	RAB7B, member RAS oncogene family	1		cellular response to interferon-gamma			IDA		J:143718 	
MGI:2442295	Rab7b	RAB7B, member RAS oncogene family	1		negative regulation of toll-like receptor 4 signaling pathway			IMP		J:145405 	
MGI:2442295	Rab7b	RAB7B, member RAS oncogene family	1		negative regulation of toll-like receptor 9 signaling pathway			IMP		J:151709 	
MGI:1922248	Rab11fip2	RAB11 family interacting protein 2 (class I)	19		TRAM-dependent toll-like receptor 4 signaling pathway			ISO	Q7L804 	J:164563 	
MGI:1098586	Rab11fip5	RAB11 family interacting protein 5 (class I)	6		cellular response to interferon-gamma			IDA		J:143718 	
MGI:894284	Rab12	RAB12, member RAS oncogene family	17		cellular response to interferon-gamma			IDA		J:143718 	
MGI:104640	Rab17	RAB17, member RAS oncogene family	1		immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor			IMP		J:48136 	
MGI:102789	Rab20	RAB20, member RAS oncogene family	8		cellular response to interferon-gamma			IDA		J:143718 	
MGI:1861441	Rab27a	RAB27A, member RAS oncogene family	9		cytotoxic T cell degranulation			IMP	MGI:1856656 	J:111253 	
MGI:1861441	Rab27a	RAB27A, member RAS oncogene family	9		natural killer cell degranulation			IMP	MGI:1856656 	J:111253 	
MGI:2385107	Rab29	RAB29, member RAS oncogene family	1		positive regulation of T cell receptor signaling pathway			ISO	O14966 	J:164563 	
MGI:1917084	Rab43	RAB43, member RAS oncogene family	6		cellular response to interferon-gamma			IDA		J:143718 	
MGI:1929459	Rabgef1	RAB guanine nucleotide exchange factor (GEF) 1	5		negative regulation of mast cell degranulation	regulates a function/process that happens in skin		IMP	MGI:3051384 	J:91790 	
MGI:1929459	Rabgef1	RAB guanine nucleotide exchange factor (GEF) 1	5		regulation of Fc receptor mediated stimulatory signaling pathway	regulates a function/process that happens in bone marrow,regulates a function/process that happens in mast cell		IDA		J:145419 	
MGI:1929459	Rabgef1	RAB guanine nucleotide exchange factor (GEF) 1	5		regulation of Fc receptor mediated stimulatory signaling pathway			IMP		J:91790 	
MGI:97846	Rac2	Rac family small GTPase 2	15		regulation of mast cell degranulation			IMP		J:111999 	
MGI:109477	Raet1a	retinoic acid early transcript 1, alpha	10		immune response			IBA	PTN002314307 	J:265628 	
MGI:109432	Raet1b	retinoic acid early transcript beta	10		immune response			IBA	PTN002314307 	J:265628 	
MGI:109432	Raet1b	retinoic acid early transcript beta	10		positive regulation of immune response to tumor cell	regulates a function/process that has the participant T cell		IDA		J:82077 	
MGI:109432	Raet1b	retinoic acid early transcript beta	10		susceptibility to natural killer cell mediated cytotoxicity	has the participant T cell		IDA		J:82077 	
MGI:109431	Raet1c	retinoic acid early transcript gamma	10		immune response			IBA	PTN002314307 	J:265628 	
MGI:1861032	Raet1d	retinoic acid early transcript delta	10		immune response			IBA	PTN002314307 	J:265628 	
MGI:1861032	Raet1d	retinoic acid early transcript delta	10		natural killer cell mediated cytotoxicity			IDA		J:63053 	
MGI:2675273	Raet1e	retinoic acid early transcript 1E	10		immune response			IBA	PTN002314307 	J:265628 	
MGI:2675273	Raet1e	retinoic acid early transcript 1E	10		T cell mediated cytotoxicity			IDA		J:88981 	
MGI:97848	Rag1	recombination activating 1	2		adaptive immune response			IBA	PTN002610391 	J:265628 	
MGI:97848	Rag1	recombination activating 1	2		adaptive immune response			IMP	MGI:1857241 	J:186687 	
MGI:97852	Rap1a	RAS-related protein 1a	3		positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis			ISO	RGD:1359694 	J:155856 	
MGI:104580	Rapgef1	Rap guanine nucleotide exchange factor (GEF) 1	2		positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis			ISO	RGD:619793 	J:155856 	
MGI:97856	Rara	retinoic acid receptor, alpha	11		positive regulation of T-helper 2 cell differentiation			ISO	P10276 	J:164563 	
MGI:1918910	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	6		antifungal humoral response			ISO	Q99969 	J:164563 	
MGI:1918910	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	6		antifungal innate immune response			ISO	Q99969 	J:164563 	
MGI:1918910	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	6		innate immune response			IBA	PTN001031401 	J:265628 	
MGI:1918910	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	6		innate immune response			ISO	Q99969 	J:164563 	
MGI:1314635	Rasgrp1	RAS guanyl releasing protein 1	2		inflammatory response to antigenic stimulus			IMP	MGI:2386261 	J:125310 	
MGI:1314635	Rasgrp1	RAS guanyl releasing protein 1	2		mast cell degranulation	happens in bone marrow,has the participant mast cell		IMP	MGI:2386261 	J:125310 	
MGI:1314635	Rasgrp1	RAS guanyl releasing protein 1	2		positive regulation of natural killer cell mediated cytotoxicity			ISO	O95267 	J:164563 	
MGI:1344372	Rbck1	RanBP-type and C3HC4-type zinc finger containing 1	2		T cell receptor signaling pathway			ISO	Q9BYM8 	J:164563 	
MGI:1929092	Rbm14	RNA binding motif protein 14	19		activation of innate immune response			IBA	PTN000609209 	J:265628 	
MGI:1929092	Rbm14	RNA binding motif protein 14	19		activation of innate immune response			ISO	Q96PK6 	J:164563 	
MGI:1929092	Rbm14	RNA binding motif protein 14	19		innate immune response			IEA	KW-0399 	J:60000 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		humoral immune response			IMP	MGI:1857411 	J:123631 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		inflammatory response to antigenic stimulus			IMP	MGI:1857411 	J:123631 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		negative regulation of germinal center formation			IMP		J:175161 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		negative regulation of T-helper 17 cell differentiation			IMP		J:259145 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		negative regulation of T-helper cell differentiation			IMP	MGI:3581675 	J:98938 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		regulation of germinal center formation			IMP		J:98938 J:146622 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		regulation of T cell receptor signaling pathway			IMP		J:98938 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		T cell receptor signaling pathway			IMP		J:259145 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		T follicular helper cell differentiation			IGI	MGI:2442789 	J:196136 	
MGI:2442789	Rc3h2	ring finger and CCCH-type zinc finger domains 2	2		negative regulation of T-helper 17 cell differentiation			IMP		J:259145 	
MGI:2442789	Rc3h2	ring finger and CCCH-type zinc finger domains 2	2		T cell receptor signaling pathway			IMP		J:259145 	
MGI:2442789	Rc3h2	ring finger and CCCH-type zinc finger domains 2	2		T follicular helper cell differentiation			IGI	MGI:2685397 	J:196136 	
MGI:97895	Reg1	regenerating islet-derived 1	6		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000514573 	J:265628 	
MGI:97896	Reg2	regenerating islet-derived 2	6		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000514573 	J:265628 	
MGI:109408	Reg3a	regenerating islet-derived 3 alpha	6		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000514573 	J:265628 	
MGI:97478	Reg3b	regenerating islet-derived 3 beta	6		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000514573 	J:265628 	
MGI:1353426	Reg3d	regenerating islet-derived 3 delta	6		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000514573 	J:265628 	
MGI:109406	Reg3g	regenerating islet-derived 3 gamma	6		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000514573 	J:265628 	
MGI:109406	Reg3g	regenerating islet-derived 3 gamma	6		antimicrobial humoral immune response mediated by antimicrobial peptide			IDA		J:241129 	
MGI:109406	Reg3g	regenerating islet-derived 3 gamma	6		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	Q6UW15 	J:164563 	
MGI:109406	Reg3g	regenerating islet-derived 3 gamma	6		MyD88-dependent toll-like receptor signaling pathway			IMP		J:125955 	
MGI:103290	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	19		nucleotide-binding oligomerization domain containing 2 signaling pathway			ISO	Q04206 	J:73065 	
MGI:103290	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	19		positive regulation of T cell receptor signaling pathway			ISO	Q04206 	J:164563 	
MGI:103289	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B	7		T-helper 1 cell differentiation	results in the differentiation of T-helper 1 cell		IMP	MGI:2179545 	J:107516 	
MGI:103289	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B	7		T-helper 1 type immune response			IMP	MGI:2179544 	J:23081 	
MGI:1923688	Rftn1	raftlin lipid raft linker 1	17		B cell receptor signaling pathway			ISO	Q14699 	J:164563 	
MGI:1923688	Rftn1	raftlin lipid raft linker 1	17		T cell antigen processing and presentation			IMP		J:150299 	
MGI:1923688	Rftn1	raftlin lipid raft linker 1	17		T cell receptor signaling pathway			IMP		J:150299 	
MGI:1923688	Rftn1	raftlin lipid raft linker 1	17		toll-like receptor 3 signaling pathway			ISO	Q14699 	J:170947 	
MGI:1913464	Rgcc	regulator of cell cycle	14		complement activation			ISO	Q9H4X1 	J:164563 	
MGI:1098622	Rif1	replication timing regulatory factor 1	2		positive regulation of isotype switching			IMP		J:193246 J:195061 J:197099 	
MGI:1914128	Riok3	RIO kinase 3	18		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1914128	Riok3	RIO kinase 3	18		negative regulation of MDA-5 signaling pathway			ISO	O14730 	J:164563 	
MGI:1914128	Riok3	RIO kinase 3	18		positive regulation of innate immune response			ISO	O14730 	J:164563 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		adaptive immune response			IBA	PTN000584806 	J:265628 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		adaptive immune response			IMP		J:175412 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		innate immune response			IBA	PTN000584806 	J:265628 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		innate immune response			IMP		J:175412 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		innate immune response			ISO	O43353 	J:164563 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		nucleotide-binding oligomerization domain containing 1 signaling pathway	happens in macrophage		IMP	MGI:2660793 	J:75400 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		nucleotide-binding oligomerization domain containing 2 signaling pathway	happens in macrophage		IMP	MGI:2660793 	J:75400 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		nucleotide-binding oligomerization domain containing 2 signaling pathway			ISO	O43353 	J:164563 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		positive regulation of T-helper 1 cell differentiation			IMP	MGI:2446070 	J:75401 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		positive regulation of T-helper 1 type immune response			IMP	MGI:2446070 	J:75401 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		T cell receptor signaling pathway			IMP		J:175412 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		T cell receptor signaling pathway	happens in T cell		IMP	MGI:2660793 	J:75400 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		toll-like receptor 2 signaling pathway			ISO	O43353 	J:73065 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		toll-like receptor 4 signaling pathway	happens in macrophage		IMP	MGI:2660793 	J:75400 	
MGI:2154952	Ripk3	receptor-interacting serine-threonine kinase 3	14		regulation of adaptive immune response			IGI	Q61160 	J:176448 	
MGI:2154952	Ripk3	receptor-interacting serine-threonine kinase 3	14		regulation of T cell mediated cytotoxicity			IGI	Q61160 	J:176448 	
MGI:1925666	Rnase6	ribonuclease, RNase A family, 6	14		antibacterial humoral response			IDA		J:241470 	
MGI:1925666	Rnase6	ribonuclease, RNase A family, 6	14		antibacterial humoral response			ISO	Q93091 	J:164563 	
MGI:1925666	Rnase6	ribonuclease, RNase A family, 6	14		antimicrobial humoral immune response mediated by antimicrobial peptide			IDA		J:241470 	
MGI:1925666	Rnase6	ribonuclease, RNase A family, 6	14		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	Q93091 	J:164563 	
MGI:1925666	Rnase6	ribonuclease, RNase A family, 6	14		innate immune response			IDA		J:241470 	
MGI:1925666	Rnase6	ribonuclease, RNase A family, 6	14		innate immune response			ISO	Q93091 	J:164563 	
MGI:1929069	Rnf8	ring finger protein 8	17		isotype switching			IMP		J:156522 	
MGI:1922484	Rnf19b	ring finger protein 19B	4		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1922484	Rnf19b	ring finger protein 19B	4		natural killer cell mediated cytotoxicity	has the participant natural killer cell		IMP	MGI:4436863 	J:157393 	
MGI:1934704	Rnf31	ring finger protein 31	14		T cell receptor signaling pathway			ISO	Q96EP0 	J:164563 	
MGI:1914914	Rnf125	ring finger protein 125	18		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1919206	Rnf135	ring finger protein 135	11		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1919206	Rnf135	ring finger protein 135	11		regulation of innate immune response			IBA	PTN002556572 	J:265628 	
MGI:1919206	Rnf135	ring finger protein 135	11		regulation of innate immune response			ISO	Q8IUD6 	J:164563 	
MGI:1917488	Rnf168	ring finger protein 168	16		isotype switching			IMP		J:156522 	
MGI:1914317	Romo1	reactive oxygen species modulator 1	2		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P60602 	J:164563 	
MGI:104661	Rora	RAR-related orphan receptor alpha	9		T-helper 17 cell differentiation			IMP		J:131020 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		T-helper 17 cell differentiation			IDA		J:141227 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		T-helper 17 cell differentiation			IMP		J:115922 J:131020 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		T-helper cell differentiation			IMP		J:87395 	
MGI:1351455	Rpl13a	ribosomal protein L13A	7		cellular response to interferon-gamma			IDA		J:192858 	
MGI:1351455	Rpl13a	ribosomal protein L13A	7		cellular response to interferon-gamma			ISO	P40429 	J:164563 	
MGI:98037	Rpl30	ribosomal protein L30	15		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P62888 	J:164563 	
MGI:1914498	Rpl39	ribosomal protein L39	X		antibacterial humoral response			ISO	P62891 	J:164563 	
MGI:1914498	Rpl39	ribosomal protein L39	X		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P62891 	J:164563 	
MGI:1914498	Rpl39	ribosomal protein L39	X		innate immune response in mucosa			ISO	P62891 	J:164563 	
MGI:1350917	Rps3	ribosomal protein S3	7		positive regulation of T cell receptor signaling pathway			ISO	P23396 	J:164563 	
MGI:98159	Rps6	ribosomal protein S6	4		T cell proliferation involved in immune response			IGI	MGI:98834 	J:103921 	
MGI:98159	Rps6	ribosomal protein S6	4		T cell proliferation involved in immune response			IMP	MGI:2387471 	J:103921 	
MGI:104557	Rps6ka3	ribosomal protein S6 kinase polypeptide 3	X		toll-like receptor signaling pathway			IMP		J:126340 	
MGI:1270849	Rps6kb1	ribosomal protein S6 kinase, polypeptide 1	11		cellular response to interferon-gamma			IMP		J:244749 	
MGI:1333780	Rps19	ribosomal protein S19	7		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P39019 	J:164563 	
MGI:1333780	Rps19	ribosomal protein S19	7		negative regulation of respiratory burst involved in inflammatory response			ISO	P39019 	J:164563 	
MGI:1333780	Rps19	ribosomal protein S19	7		positive regulation of respiratory burst involved in inflammatory response			ISO	P39019 	J:164563 	
MGI:1929628	Rsad2	radical S-adenosyl methionine domain containing 2	12		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1929628	Rsad2	radical S-adenosyl methionine domain containing 2	12		positive regulation of T-helper 2 cell cytokine production			IMP		J:148305 	
